name,headline,year,product,category,subject,publication,medium,format,link,description,location,company
Golden And Company,Golden And Company,1916,,Broadsides Collection,"Price List', 'Food",,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4xk86d3n,"butter fat, eggs, butter, and live poultry",,Golden & Company Commission Merchants & Butter Manufacturers
Graflex Camera -- makes Sure of the focus and picture!,Graflex Camera -- makes Sure of the focus and picture!,1916,Graflex cameras,Ellis Collection of Kodakiana (1886-1923),,Saturday Evening Post,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4h12x09b,,,Kodak
Graflex Camera -- shows you the picture In Focus as you take it,Graflex Camera -- shows you the picture In Focus as you take it,1916,Graflex cameras,Ellis Collection of Kodakiana (1886-1923),,Saturday Evening Post,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4js9jz6f,,,Kodak
Hamilton and Park Avenues,,1916,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4sn02t5r,,,Kelly-Springfield Tires
Holidays are Kodak Days,Holidays are Kodak Days,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),Premiums,"""Youth's Companion""",magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r48k76m13,,,Kodak
How To Wash Lace,How To Wash Lace,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r44m93202,,,Lever Bros.
How To Wash Woolens,How To Wash Woolens,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r48050b2w,,,Lever Bros.
How to relieve chapped skin in one application,How to relieve chapped skin in one application,1916,"""Pond's Vanishing Cream""","""Pond's""","Testimonial--Norma Talmadge', 'Coupons",unknown,magazines (periodicals),"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r48w39r64,,,"""Pond's Extract Co."""
Junction of Brunswick and Lauren Avenues,,1916,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4q52h41j,"""Bainbridge's sign advertises drilling for sewer proof Artesian Wells""",,"Globe Tires', 'Harry Harrold Hatter', 'Charles P. Bainbridge"
Keep a Kodak Story of the Children,Keep a Kodak Story of the Children,1916,Eastman Kodak Company,Ellis Collection of Kodakiana (1886-1923),,unknown,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r44748j92,,,Kodak
Kodak Dominates,Kodak Dominates,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),,Saturday Evening Post,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4sx6632k,,,Kodak
Kodak System,Kodak System,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),"Children', 'Premiums', 'Sports","""Youth's Companion""",magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4sj1cj38,,,Kodak
Kodak as you go,Kodak as you go,1916,Eastman Kodak Company,Ellis Collection of Kodakiana (1886-1923),Premiums,"""Ladies' Home Journal""",magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4wh2g40n,,,Kodak
Let the Children Kodak,Let the Children Kodak,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),"Children', 'Premiums",Pictorial Review,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r41r6pt65,,,Kodak
Let the Children Kodak,Let the Children Kodak,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),"Children', 'Premiums","""Ladies' Home Journal""",magazines (periodicals),"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4gt5h849,,,Kodak
Let the Easter card carry the message...,Let the Easter card carry the message...,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),,"""Woman's Home Companion""",magazines (periodicals),"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4ns0np0q,,,Kodak
Let your Kodak tell the story of days afield,Let your Kodak tell the story of days afield,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),,Companion,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r41c1w58d,,,Kodak
Lux Won't Shrink Woolens,Lux Won't Shrink Woolens,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",Children,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4959dz7w,,,Lever Bros.
My dear friend...,My dear friend...,1916,"""Hearst's Magazine""",Advertising Ephemera Collection,"Price List', 'Books and Publishing",,,"advertisements', 'engravings (prints)",https://idn.duke.edu/ark:/87924/r44j0cn59,letter that advertises the magazine.,,"""Hearst's Magazine"""
On every out-of-doors day--Kodak,On every out-of-doors day--Kodak,1916,Eastman Kodak Company,Ellis Collection of Kodakiana (1886-1923),Premiums,"""Ladies' Home Journal""",magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4pz53c1g,,,Kodak
P and R Station,,1916,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4p845k7m,"horse drawn carriages shown, as well as a trolley car.",,"""Wrigley's"""
Painted Wall,,1916,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4251hb8b,piece of advertisement cut out; many advertisements for places in New York.,,"Broadway Theaters', 'Foreign Apparel ""Brand"" Importer"
Panoram Kodaks,Panoram Kodaks,1916,Panoram cameras,Ellis Collection of Kodakiana (1886-1923),,National Geographic,magazines (periodicals),"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4pr7pk0d,,,Kodak
Pickwick Theatre,Pickwick Theatre,1916,,Broadsides Collection,"Price List', 'Entertainment",,,"advertisements', 'photographs', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4hq3tq5v,pamphlet includes college football schedule and Stetson hats advertisement.,,Pickwick Theatre
Read what it means to other women,Read what it means to other women,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""","Children', 'Testimonial--various",unknown,magazines (periodicals),"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4k64cj33,,,Lever Bros.
Riddle Building,,1916,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4hq3tr78,Bath-cars used for transportation.,,"Coca-Cola', 'Smith Bros. Cough Drops"
See what one Application Will do,See what one Application Will do,1916,"""Pond's Vanishing Cream""","""Pond's""","Premiums', 'Famous People--various', 'Testimonial--Frances Starr, Pavlowa",Associated Sunday,magazines (periodicals),"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4xk86g41,"Some famous users are Frances Starr, Elsie Ferguson, Marie Tempest, Julie Opp, Minnie Maddern Fiske, Constance Collier, Jane Cowl, Rose Stahl, Doris Keene, Olga Nethersole, Laura Nelson Hall, Pauline Frederick, Julia Sanderson, Tetrazsini,  Emmy Destinn.",,"""Pond's Extract Co."""
She wants a Premo for Christmas,She wants a Premo for Christmas,1916,Premo cameras,Ellis Collection of Kodakiana (1886-1923),,Cosmopolitan,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4xw49m73,,,Kodak
Swamp Angel Bulletin,,1916,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r46w9808g,store on corner of city block is completely covered with advertisements.,,"Snowdrift Shortening', 'Hottel Co.', 'Harry Harold Hatter', 'Gold Dust Cleaner"
Take a Kodak with you,Take a Kodak with you,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),Premiums,unknown,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r41j9920x,,,Kodak
Take a Kodak with you,Take a Kodak with you,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),,Travel,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4tb10j6d,,,Kodak
The Counselor,The Counselor,1916,The Counselor and the Curtis Plan,Advertising Ephemera Collection,Books and Publishing,,,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4348j546,"pitches the Curtis Vocational Plan, which employs school boys as sales agents",,Curtis Publishing Co.
The Modern Soap Product,The Modern Soap Product,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4kd1sb8q,,,Lever Bros.
The Wonderful New Product,The Wonderful New Product,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4mg7hn0v,,,Lever Bros.
The charm every actress knows,The charm every actress knows,1916,"""Pond's Vanishing Cream""","""Pond's""","Premiums', 'Testimonial--Pavlowa, Frances Starr, Elsie Janis",Assoc. Sun and Every Week,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4pr7ph8c,,,"""Pond's Extract Co."""
There are no game laws - and no accidents - for those who hunt with a Kodak,There are no game laws - and no accidents - for those who hunt with a Kodak,1916,Kodak cameras,Ellis Collection of Kodakiana (1886-1923),"Children', 'Sports",Companion,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4n58fb6g,,,Kodak
To wash silk underwear,To wash silk underwear,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r41j98z62,,,Lever Bros.
What a Man Looks for in a Girl,What a Man Looks for in a Girl,1916,"""Pond's Vanishing Cream""","""Pond's""","Premiums', 'Famous People--various', 'Testimonial--Francis Starr, Pavlowa",Pictorial Review,magazines (periodicals),"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r43j3bt9w,"Some famous users are Frances Starr, Elsie Ferguson, Marie Tempest, Julie Opp, Minnie Maddern Fiske, Constance Collier, Jane Cowl, Rose Stahl, Doris Keene, Olga Nethersole, Laura Nelson Hall, Pauline Frederick, Julia Sanderson, Tetrazsini,  Emmy Destinn.",,"""Pond's Extract Co."""
Why Woolens Shrink,Why Woolens Shrink,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",Children,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r43b5z20t,,,Lever Bros.
Won't Turn Silks Yellow!,Won't Turn Silks Yellow!,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r46971r3d,,,Lever Bros.
Write it on the film -- at the time.,Write it on the film -- at the time.,1916,Autographic cameras,Ellis Collection of Kodakiana (1886-1923),,Country Life in America,magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4cj89c91,,,Kodak
Yes! I do wear the Gossard Corset,Yes! I do wear the Gossard Corset,1916,corsets - Gossard Corset,Advertising Ephemera Collection,Clothing,,,"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r44j0cq56,tear sheet. Testimonial note signed by Olga Petroby?,,H. W. Gossard Co.
Young's Old Pier,,1916,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4df6mv63,Boardwalk / Gameshouse with skee ball and slot machines. Electric sign,,"""Wrigley's"", 'Atlantic City Fire Insurance Co."
Your friends can buy anything you can give them--except your photograph.,Your friends can buy anything you can give them--except your photograph.,1916,Eastman Kodak Company,Ellis Collection of Kodakiana (1886-1923),,Saturday Evening Post,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4jw88b6q,,,Kodak
Your silk stockings!  Chamois gloves!  Spats!  White glace shoes!,Your silk stockings!  Chamois gloves!  Spats!  White glace shoes!,1916,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,unknown,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4736ns16,,,Lever Bros.
1 mile beyond Hamilton Square,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4416vr61,,,Hotel Seville
Queen's Boulevard and Harrold Avenue,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4b27rd6w,closer shot of Wesson Oil sign.,,Wesson Oil
Trenton Junction,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4251h93g,,,Great Northern Hotel
Roadside sign,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r43f4nf8j,,,Wesson Oil
Roadside sign,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r44j0cm9s,,,Martin C. Ribsam Flowers
Roadside sign,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4tm73r3x,,,Hartford Shock Absorber
Sign by building,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4h709p95,,,Auto Tires Supplies
Sign in field,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4qn61343,,,"""Buster Brown's Hosiery"""
Sign in field,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r40g3jq8x,,,Lepton Cigarettes
Sign in field,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4w66c15w,,,"""Ludington's Coffee"""
Sign in field,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r43n22727,"""Take S.S.S. to purify your blood""",,S.S.S.
Sign in field,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r46h4fh54,,,A.1. Sauce
Sign on building,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4z60ds60,,,"""Donnelly's Best Value"""
Street,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r41r6pr0c,,,Stenography & Reporting Co. Ltd. Modern Print Shop
Street,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4xd0sq5x,Electric sign,,R. A. Donnelly
unknown,,1916 to 1917,,R. C. Maxwell Company Collection,,,,advertisements,https://idn.duke.edu/ark:/87924/r4xk86f71,,,"""Buddy"" Miner\'s Footwear"
"""Another clean dress""","""Another clean dress""",1917,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",Children,New York Times,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4319ts6w,,,Lever Bros.
"""Are there definite limits to my market?""","""Are there definite limits to my market?""",1917,Advertising,"J. Walter Thompson Company ""House Ads"" (1899-1925)",,"""Printers' Ink""",magazines (periodicals),"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r4rf5n62s,Duplicate of J0054,,"J. Walter Thompson Company', 'Cutex"
"""Are you sure it will launder?""","""Are you sure it will launder?""",1917,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,New York Times,newspapers,"advertisements', 'black-and-white drawings",https://idn.duke.edu/ark:/87924/r45m64055,,,Lever Bros.
"""Has it really been laundered!""","""Has it really been laundered!""",1917,Lux (laundry flakes),"""Lever Brothers' Lux Soap (Flakes)""",,"""Ladies' Home Journal""",magazines (periodicals),"advertisements', 'color drawings",https://idn.duke.edu/ark:/87924/r4b85574z,,,Lever Bros.
"""How much shall we spend for advertising?""","""How much shall we spend for advertising?""",1917,Advertising,"J. Walter Thompson Company ""House Ads"" (1899-1925)",,"""Printers' Ink""",magazines (periodicals),"advertisements', 'photographs",https://idn.duke.edu/ark:/87924/r4gb20844,,,J. Walter Thompson Company
