name,year,headline,company,product,category,subject,publication,medium,format,link
Airline Radar is Here!,1947,Airline Radar is Here!,Trans World Airline,Airline Radar',Transportation (1938-1957),"Testimonial', 'Transportation & Travel', 'Airlines', 'Howard Hughes'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4mg7gd7p
All the World's Your Neighbor!,1947,All the World's Your Neighbor!,Hallicrafters Company,Radio',Radio (1922-1956),"Coupons', 'Ethnic Groups', 'African/African-American', 'Radio', 'Hallicrafters Radio'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4mc8rz7h
All-Expense Pilgrim Tours,1947,All-Expense Pilgrim Tours,New Haven Railroad,Pilgrim Tours',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4kp7v97n
All-in-One--That's the Ticket!,1947,All-in-One--That's the Ticket!,New Haven Railroad,New Haven Railroad',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Journal American,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4z02zt8q
Always_Hair She Loves To Touch!,1947,Always_Hair She Loves To Touch!,Jeris,hair tonic',Beauty and Hygiene (1911-1956),Hair Preparations',Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4w669v5t
America amazed at tone difference in records played with the Cobra Tone Arm,1947,America amazed at tone difference in records played with the Cobra Tone Arm,Zenith Radio Corporation,Radio-Phonograph',Radio (1922-1956),"Miscellaneous', 'Electronics'",Better Homes and Gardens,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4rx93x0z
America is only Hours away!,1947,America is only Hours away!,Trans World Airline,American destinations',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Life International,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4jm24103
American Leads the Way in Experience,1947,American Leads the Way in Experience,"American Airlines, Inc.",American Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r41v5bx80
American recreation goes to sea,1947,American recreation goes to sea,Grace Line,Grace Line',Transportation (1938-1957),"Ships', 'Transportation & Travel'",,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4v698x92
An American Beauty Bath,1947,An American Beauty Bath,Luxor Limited,Luxor Bath essentials',Beauty and Hygiene (1911-1956),Cosmetics',Ladies' Home Journal,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44747c6z
An English Complexion -It's young...it's fresh...it's natural,1947,An English Complexion -It's young...it's fresh...it's natural,"Yardley of London, Inc.",Facial Creams',Beauty and Hygiene (1911-1956),Cosmetics',Vogue,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4222rt1g
An English Complexion with Holly-Red lips,1947,An English Complexion with Holly-Red lips,"Yardley of London, Inc.",Holly-Red lipstick',Beauty and Hygiene (1911-1956),Cosmetics',Ladies' Home Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4g15tz7h
"An English Complexion with lips of ""Cherry""",1947,"An English Complexion with lips of ""Cherry""","Yardley of London, Inc.","Various', '""English Complexion""', 'cherry lipstick'",Beauty and Hygiene (1911-1956),Cosmetics',Mademoiselle,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4c53fp0p
An Outstanding Success!,1947,An Outstanding Success!,Raytheon Manufacturing Company,RC-11 Studio Console',Radio (1922-1956),"Radio', 'Miscellaneous'",Broadcasting,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4804z25z
And now L.A.V. Slashes 20% Off,1947,And now L.A.V. Slashes 20% Off,Linea Aeropostal Venezolana- The Venezuelan Airline,Price Reduction to Caracas',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4bg2ht73
Announcing A New Greyhound Limited,1947,Announcing A New Greyhound Limited,Greyhound,"Florida ""Sunmaid""'",Transportation (1938-1957),"Transportation & Travel', 'Buses'",Florida Times Union,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r43n20z96
Announcing Better-Than-Ever Cessnas for 1947,1947,Announcing Better-Than-Ever Cessnas for 1947,Cessna Aircraft Company,Cessna 140',Transportation (1938-1957),"Transportation & Travel', 'Aircraft'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4cj88480
Announcing the New DC-6 Flagship,1947,Announcing the New DC-6 Flagship,"American Airlines, Inc.",DC-6 Service from New York to Chicago',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Post,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r43f4m604
April-May,1947,April-May,Elizabeth Arden,Elizabeth Arden Cosmetics',Beauty and Hygiene (1911-1956),Cosmetics',New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4wh2f248
Arrive California Fresh as a Breeze,1947,Arrive California Fresh as a Breeze,Union Pacific Railroad,California',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Collier's,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4w37mf41
"As the Orient unfolds your ""vacation ships"" are ready!",1947,"As the Orient unfolds your ""vacation ships"" are ready!",American President Lines,The Orient',Transportation (1938-1957),"Ships', 'Ethnic Groups', 'Asian', 'Transportation & Travel'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r41z42c47
Ask your hallicrafters dealer to demonstrate Precision Television by hallicrafters,1947,Ask your hallicrafters dealer to demonstrate Precision Television by hallicrafters,Hallicrafters Company,Precision Television',Television (1939-1957),"Miscellaneous', 'Television'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r47941g8d
At Home on the Range... and everywhere else,1947,At Home on the Range... and everywhere else,Zenith Radio Corporation,Trans-Oceanic Portable',Radio (1922-1956),"Radio', 'Zenith'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4zs2kw80
At Last! A Zenith Console Radio-Phonograph for only $174.95,1947,At Last! A Zenith Console Radio-Phonograph for only $174.95,Zenith Radio Corporation,"Zenith ""Modern Classic""'",Radio (1922-1956),"Radio', 'Zenith'",Sunday News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4tx35q0f
"Be Athletic... Act Athletic... But don't have ""Athletic Aroma""",1947,"Be Athletic... Act Athletic... But don't have ""Athletic Aroma""",Barbasol,Barbasol Lotion Deodorant',Beauty and Hygiene (1911-1956),Shaving Supplies',Collier's,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4bz61v4n
Be young...be bright...be lovely...,1947,Be young...be bright...be lovely...,"Yardley of London, Inc.",English Lavender Cosmetics',Beauty and Hygiene (1911-1956),Cosmetics',Cosmopolitan,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4x922568
Bermuda for Sunshine Speedbird for Service,1947,Bermuda for Sunshine Speedbird for Service,British Overseas Airways Corporation,Bermuda',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4862bv6m
Better Than Ever! New 1947 Trav-Ler Radio-Phonograph Combination,1947,Better Than Ever! New 1947 Trav-Ler Radio-Phonograph Combination,Trav-Ler Radio Corporation,Radio-Phonograph',Radio (1922-1956),"Radio', 'Trav-Ler'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4qn5zt9q
Big Picture! Big Value! Big Satisfaction!,1947,Big Picture! Big Value! Big Satisfaction!,Andrea Radio Corporation,Andrea DeLuxe Combination',Television (1939-1957),"Television', 'Andrea'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4445j12m
Bowers Radio,1947,Bowers Radio,Bowers Battery and Spark Plug Co.,Radio',Radio (1922-1956),"Radio', 'Bowers Battery and Spark'",Collier's,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r46d5pt5d
Britain and Beyond by Speedbird,1947,Britain and Beyond by Speedbird,British Overseas Airways Corporation,Overseas Travel',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r47659z7v
Britain by Speedbird,1947,Britain by Speedbird,British Overseas Airways Corporation,Britain',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Journal of Commerce,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r42f7k82d
Burlington offers 3 HIGH-SPEED DAY TRAINS,1947,Burlington offers 3 HIGH-SPEED DAY TRAINS,Burlington Route,Twin Zephyr and Empire Builder',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York World Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4j960v51
Canadian pacific Points the Way ... To Happy Vacations,1947,Canadian pacific Points the Way ... To Happy Vacations,Canadian Pacific,Canadian Pacific',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r48c9rp19
Capital's Famous Low Cost Aircoach: First in Popularity,1947,Capital's Famous Low Cost Aircoach: First in Popularity,Capital Airlines,Air Coach',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4d21s43m
"Carry your fun from room to room with the ""Holiday""",1947,"Carry your fun from room to room with the ""Holiday""",Zenith Radio Corporation,"""Holiday"" Radio'",Radio (1922-1956),"Radio', 'Zenith'",Look,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44j0bf37
Central America,1947,Central America,TACA Airways System,Central America',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Chicago Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4tb0zd1d
Chicago - Pacific Northwest,1947,Chicago - Pacific Northwest,Milwaukee Road,Chicago and the Pacific Northwest',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4rf5m08k
"China? -this way, please!",1947,"China? -this way, please!",American President Lines,China',Transportation (1938-1957),"Children', 'Ships', 'Ethnic Groups', 'Asian', 'Transportation & Travel'",,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4td9nt53
Christmas...lives forever in the hearts of children and in your Recordio album...,1947,Christmas...lives forever in the hearts of children and in your Recordio album...,Wilcox-Gay Corporation,Recordio',Radio (1922-1956),"Children', 'Radio', 'Miscellaneous'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44747816
College girls learn something Not In The Books!,1947,College girls learn something Not In The Books!,Personal Products Corporation,Modess Sanitary Napkins',Beauty and Hygiene (1911-1956),Feminine Hygiene',McCall's,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4542jv4h
Colonial New Skycruises to Bermuda,1947,Colonial New Skycruises to Bermuda,Colonial Airlines,Bermuda',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r48w38m20
"Coming May 18, The Silver Comet. New Streamliner between New York and Atlanta-Birmingham",1947,"Coming May 18, The Silver Comet. New Streamliner between New York and Atlanta-Birmingham",Seaboard Railroad,The Silver Comet',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4057db8r
Complete a three-day business trip tomorrow in this practical 4-passenger plane,1947,Complete a three-day business trip tomorrow in this practical 4-passenger plane,North American Aviation Inc.,4-passenger plane',Transportation (1938-1957),"Transportation & Travel', 'Aircraft'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4br8n141
Complete your family circle by Flagship!,1947,Complete your family circle by Flagship!,American Overseas Airlines,Europe',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Journal American,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r40c4t29j
Cool..comfortable..convenient,1947,Cool..comfortable..convenient,Milwaukee Road,Wisconsin and Minnesota',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Chicago Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r47w67r07
Courier-Nurses are back on the Santa Fe,1947,Courier-Nurses are back on the Santa Fe,Santa Fe System Lines,Santa Fe System Lines',Transportation (1938-1957),"Children', 'Railroads', 'Transportation & Travel'",New York News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4mw2905h
DETROIT,1947,DETROIT,Northwest Airlines,various destinations',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4vh5d255
Daily Skycruises to Bermuda,1947,Daily Skycruises to Bermuda,Colonial Airlines,Skycruises',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4n29pq8m
Daily Skycruises to Bermuda,1947,Daily Skycruises to Bermuda,Colonial Airlines,Skycruises',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4cj88404
Daily Streamliner Service to and from the West,1947,Daily Streamliner Service to and from the West,Union Pacific Railroad,Streamliners',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4np1x38m
